Artist_id,Duration,Popularity,Danceablility,Energy,Loudness,Speechiness,Acoustincness,Instrumentalness,Liveness,Valence,Tempo,Artist
030sRm1rnXI9MeQ23pdax8,259865.0,35.0,0.6504,0.7301,-6.6045,0.26433,0.048242,2.1479999999999998e-05,0.18911,0.4365,104.0566,Boyz N Da Hood
03pn54eB540z8IuK6LYXH9,249119.0,17.6,0.7306,0.6016,-8.204699999999999,0.20921000000000003,0.1485488,2.7770000000000003e-05,0.19074,0.45969999999999994,123.172,Kia Shine
07VmOvmuBp9G0gb8BTrpn0,240970.3,52.6,0.7376,0.7087,-5.6716,0.24522,0.098069,7.306999999999999e-05,0.18652,0.611,135.2677,Mike Jones
07d5etnpjriczFBB8pxmRe,239557.9,46.9,0.6146,0.6283000000000001,-6.8526,0.1682,0.194956,0.019585196,0.22117,0.6041000000000001,121.3096,BJ The Chicago Kid
09My0T8N3gNusVZtEiprhc,318083.8,30.3,0.7348,0.5608000000000001,-8.4114,0.2581,0.27395,0.0,0.15753999999999999,0.5265000000000001,111.0599,Yungstar
0A0FS04o6zMoto8OKPsDwY,217537.2,64.8,0.7468,0.5631999999999999,-6.7448999999999995,0.19085999999999997,0.13343,7.1767e-05,0.20032,0.39180000000000004,129.01479999999998,YG
0CKa42Jqrc9fSFbDjePaXP,205540.9,41.9,0.7431,0.6926,-5.7695,0.22966999999999999,0.1187592,3.01e-06,0.20232,0.5355,145.4305,Big K.R.I.T.
0ImT3U0pR1u2icS8XjEmJn,268346.3,32.1,0.743,0.6703,-7.6699,0.267,0.18435390000000001,0.00022731699999999997,0.24722,0.5907,137.8057,P$C
0P8YNJXX7QeQ8iZIUCXJgi,264518.4,43.6,0.5937,0.7621,-4.7905999999999995,0.2851,0.1106926,0.00034749399999999995,0.3661,0.6757,102.74000000000001,The Diplomats
0PGtMx1bsqoCHCy3MB3gXA,198256.1,21.9,0.7363000000000001,0.7935000000000001,-4.8962,0.16440000000000002,0.14191099999999998,0.000599134,0.25112,0.6448,125.06970000000001,Unk
0QHgL1lAIqAw0HtD7YldmP,208463.5,72.8,0.6147,0.6448,-4.9031,0.13878,0.0588066,2.55e-06,0.2064,0.39814,122.00330000000001,DJ Khaled
0SDGEgp8DEGaudRPNxBttt,215189.5,27.6,0.603,0.7325,-4.9954,0.3056,0.092431,3.1100000000000003e-06,0.17365999999999998,0.4971,131.1433,J-Dawg
0T5OJgMVjKIX3b3W3ekqOl,228613.1,39.0,0.622,0.6311,-6.388,0.25356,0.100756,0.0,0.18301,0.47119999999999995,125.1596,Rocko
0Uo6kyjrbQoZBlcXsMb8Vm,257649.1,29.8,0.7096,0.7798,-6.0165999999999995,0.2314,0.043457,2.05e-06,0.17615,0.5660000000000001,124.9233,Field Mob
0VKTLKamj4IH8OfQbUL0kq,279742.4,40.5,0.7592,0.5801999999999999,-7.7931,0.27605,0.0567749,0.0,0.13682,0.5231,104.2055,Dem Franchize Boyz
0YWxKQj2Go9CGHCp77UOyy,246525.0,58.1,0.6952,0.6797,-7.0593,0.16088,0.21861999999999998,0.0,0.17439,0.6039,127.82739999999998,Fabolous
0c173mlxpT3dSFRgMO8XPh,260859.5,71.1,0.7511,0.6172000000000001,-5.9575000000000005,0.15138000000000001,0.115727,0.00019108599999999998,0.29713,0.40234000000000003,115.3951,Big Sean
0fbFfVckGKsDbAfYnB5mD1,204606.1,26.3,0.7647999999999999,0.7574,-4.9562,0.17443999999999998,0.09502200000000001,0.00062966,0.24752999999999997,0.6589,129.3222,Mannie Fresh
0iEVT8dLNSSmipPOrDGu2z,275023.8,37.0,0.7255,0.6147,-7.0146,0.32115,0.078731,1.0300000000000001e-07,0.18728,0.4932,129.0825,Silkk The Shocker
0k7Xl1pqI3tu8sSEjo5oEg,247627.2,50.2,0.7923,0.6498999999999999,-6.5087,0.19777,0.1369297,0.0010362,0.1559,0.6187,111.2838,Paul Wall
0kVcYshl2cgTL2yJ44VQbc,299221.0,15.9,0.7891,0.4652,-14.506200000000002,0.3632,0.28728,0.008798503000000001,0.1467,0.5105000000000001,152.5496,Ganksta Nip
0mPAjOjWhSw63IlIgU1wKe,220420.7,16.0,0.7812,0.5945,-7.0107,0.22715000000000002,0.164881,2.35e-07,0.25425,0.5191,124.7603,Yung Ralph
